class,specobjid,ra,dec,z,sigma_forbidden,oiii_5007_flux,nii_6584_flux,h_beta_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux,h_alpha_eqw
GALAXY,338947031831701504,209.28694,-0.66171808,0.1606916,95.84808,10.27314,22.12685,11.17395,33.87988,10.95298,7.789718,5.08552,-2.841298
GALAXY,338953354023561216,209.21867,-1.0200341,0.08893291,99.56509,7.47711,77.08587,52.61745,228.2168,30.0485,20.15281,3.215139,-19.85314
GALAXY,338960775727048704,209.13159,-0.26894723,0.1631002,156.5787,11.1918,71.87952,3.122063,22.04595,9.269053,3.674734,2.183761,-1.706489
GALAXY,338970946209605632,208.73787,-0.66011009,0.08791664,76.36034,8.968311,69.30091,42.85112,201.1086,25.23186,17.55229,2.837888,-14.17913
GALAXY,339049836168898560,210.00446,0.33105456,0.1671288,108.7621,9.735986,5.490707,-0.7359677,7.105846,2.187265,47.20806,-0.0136055,-0.5577996
GALAXY,340035544081786880,212.35886,-0.86973294,0.07132033,59.59531,11.62436,18.90412,21.99033,77.48761,19.76767,17.55218,3.818352,-14.73066
GALAXY,340077875279456256,211.81047,-1.1953576,0.05444937,35.79227,4.774022,11.73743,13.2369,42.89641,10.82771,7.738369,1.017059,-12.41566
GALAXY,340100965023639552,210.97406,-1.0962895,0.1519185,67.41046,5.0025,30.0093,13.57494,70.27415,7.965657,6.542929,2.454945,-5.645398
GALAXY,340106187703871488,211.10827,-0.35614922,0.04756837,74.68913,13.23404,5.143668,-6.09475,5.877914,1.43406,-0.4578981,1.128546,-0.01976947
GALAXY,340111960139917312,210.93046,1.1658209,0.04259914,50.73486,31.2372,43.59877,48.49378,155.5307,37.22438,26.16637,2.600133,-23.65048
GALAXY,443741209710585856,13.287731,0.51108163,0.2362663,146.9208,30.46706,56.68336,26.78769,103.3009,15.03573,9.998443,3.564044,-14.6411
GALAXY,443755228483840000,13.907228,-0.027962182,0.04401234,1,2.191146,-0.1959978,4.483802,4.355655,0.9994801,-1.203605,1.972332,-0.2279222
GALAXY,443769522135001088,13.82509,0.65348841,0.08017808,172.8317,47.58849,245.1682,110.4202,446.5376,107.9005,80.35313,17.186,-15.85555
GALAXY,443771996036163584,14.005597,0.72502058,0.1457708,127.1739,155.9962,333.5666,197.3131,822.1893,138.8564,111.8112,24.87516,-66.14146
GALAXY,443773095547791360,13.778904,0.82459581,0.1819414,160.432,10.38759,30.39153,5.211448,19.69994,6.892739,6.823166,4.191586,-2.205005
GALAXY,444792340645701632,14.221021,-0.76422502,0.1337986,73.01672,-0.7435001,18.01525,6.56065,39.11026,4.625983,7.477756,1.150102,-4.166712
GALAXY,444852538907322368,14.72147,0.52446662,0.1166203,1,2.408233,-0.5003235,1.395888,23.95987,-2.831219,-1.36971,2.715381,-0.6776466
GALAXY,444865458168948736,14.646779,0.2600135,0.1932437,185.1093,5.793977,13.51784,7.64728,35.31094,7.822419,11.18855,9.875224,-2.966088
GALAXY,445873710885267456,16.712485,-0.57047701,0.01738404,40.84546,63.67506,42.60059,52.46665,189.8647,40.40967,29.30118,4.140144,-20.89773
GALAXY,445935283536422912,15.560232,-1.1473472,0.261084,64.14304,-0.0002967191,15.11895,-2.109596,21.83159,-15.61387,-3.045415,0.6107267,-1.259621
GALAXY,445963595960838144,15.444196,0.58079819,0.04200409,40.1986,28.75595,17.54078,29.11466,90.85329,21.07062,14.82783,1.194871,-18.94627
GALAXY,445984211803858944,16.016648,0.01052214,0.05122175,60.0784,58.59725,321.2559,215.8686,909.551,154.5239,113.9612,18.46387,-51.5843
GALAXY,445990808873625600,16.187774,0.29296417,0.1516212,130.4644,28.05832,154.2889,58.23286,270.9698,43.1029,46.31662,3.97596,-20.15604
GALAXY,445992733018974208,16.349511,0.048980298,0.1099964,61.34235,91.87011,83.81213,100.0731,342.6327,66.82813,43.19686,12.5062,-53.85228
GALAXY,446014723251529728,16.921914,1.0771145,0.1540036,151.9562,2.239084,19.30415,8.968692,37.56704,3.964657,1.291864,6.06724,-3.043292
GALAXY,447004558225336320,18.476711,-0.73232317,0.07824954,67.447,142.7895,234.4946,171.2728,709.3542,124.5685,87.40442,14.98731,-55.53491
GALAXY,447041116986959872,17.642309,-0.95221156,0.08605615,99.19929,49.59593,234.2468,102.8017,563.8297,85.62436,58.16381,15.99282,-36.156
GALAXY,447041941620680704,17.878253,-0.82431849,0.1314707,80.46278,14.51147,15.58887,5.429215,22.37117,0,0,1.072087,-1.28761
GALAXY,447056510149748736,16.98228,-0.4164312,0.0745378,188.7365,55.28424,104.3007,21.8572,79.61754,27.28966,27.16095,14.91634,-2.062653
GALAXY,447058984050911232,17.140379,-0.055386972,0.2884996,1,2.409395,-2.491631,0.4924019,0.5663638,-2.488589,1.892802,-0.02854284,-1.805335
GALAXY,447090045254395904,17.238619,0.10605126,0.04506502,76.66303,13.61112,22.23662,11.25872,33.4497,20.79613,15.28117,6.628835,-1.490944
GALAXY,447101590126487552,17.355952,0.21188866,0.0512491,59.89198,53.58509,66.23423,41.69557,196.8918,46.69483,32.8398,11.40979,-18.10852
GALAXY,447137874010204160,18.84458,0.9485681,0.09142471,128.6163,27.73948,118.7571,64.71923,267.7705,72.01591,48.18123,14.61278,-19.09413
GALAXY,447138148888111104,18.885924,1.1737172,0.1749186,103.272,2.021473,2.720172,3.399864,1.933601,-5.075952,-0.8757388,0.2334849,0.238871
GALAXY,447144745957877760,18.873693,0.33102637,0.04286351,44.39022,4.068621,47.1029,29.51114,140.6909,24.90799,14.76706,1.636527,-21.60186
GALAXY,447156565707876352,19.196558,0.230995,0.1472585,1,0.8265049,0.5587873,-4.50192,9.109813,-0.1892428,1.118706,-0.9619204,-0.569358
GALAXY,448109567327365120,20.38734,-0.96996017,0.04873994,88.64738,31.89584,301.751,130.4975,671.9454,111.7996,79.73502,16.18078,-31.60533
GALAXY,448111216594806784,20.328535,-1.1035023,0.1747188,176.9024,53.69089,221.652,110.006,515.4697,88.12727,47.50083,16.37519,-49.98123
GALAXY,448130183170385920,20.109412,-0.0034824229,0.1043663,70.89846,6.081541,14.02832,9.028885,18.91757,0.8114363,3.731256,-0.8989445,-1.286904
GALAXY,448143377309919232,19.751426,-0.97847495,0.1592684,160.1126,4.733462,4.044504,-5.446509,3.419216,5.541688,0.4887047,-7.669959,-0.3598455
GALAXY,448163168519219200,19.45673,-0.34083229,0.04682551,53.79063,46.3859,201.4289,148.1146,567.5163,104.6419,76.0132,13.64829,-37.94995
GALAXY,448202476059912192,18.623533,0.51663356,0.1277242,112.1168,11.73776,67.64761,26.74205,116.2542,24.66779,19.33612,4.287381,-12.19126
GALAXY,448208248495958016,19.150433,1.0454085,0.06466015,59.10536,22.60098,68.57359,44.63578,222.2115,53.37254,34.40766,7.683342,-24.94956
GALAXY,448221992391305216,19.39533,0.88105185,0.1751589,79.15674,17.12968,59.88505,42.12219,168.0275,37.14967,24.39007,5.634657,-41.59058
GALAXY,448245357013395456,19.017528,0.018302652,0.04567591,1,0.7612024,1.579846,4.423976,8.80854,0.2504002,-1.924297,3.125356,-0.1139716
GALAXY,449250036233037824,22.150424,-1.0193948,0.05710115,55.08015,36.76679,233.828,166.5275,682.5045,110.5384,77.87223,12.39786,-51.44808
GALAXY,449250311110944768,22.02004,-0.66490486,0.2565005,180.7903,7.219536,31.10444,5.436852,24.75281,18.57097,3.286566,7.328987,-2.089777
GALAXY,449286594994661376,20.812343,-0.33024166,0.07673978,105.7415,96.92373,175.6345,70.83051,377.6039,73.48283,60.55198,15.20098,-19.71048
GALAXY,449287694506289152,20.819562,-0.13912592,0.3412504,155.7482,-0.5068048,11.95928,1.138504,1.971875,-1.99243,7.523708,0.7375816,-0.7013778
GALAXY,449290718163265536,21.376058,-1.2151789,0.1368159,70.17239,13.85296,31.99198,24.38471,103.4764,22.79795,13.74036,2.59688,-56.91668
GALAXY,449299789134194688,20.578876,0.04830371,0.1804632,212.1863,2.937799,14.36417,3.787642,19.93292,2.109421,7.647072,6.483946,-1.917636
GALAXY,449303912302798848,20.82085,-0.90602499,0.02590095,89.72157,36.32357,273.3934,104.6803,547.6999,119.3387,92.1525,20.4481,-12.0186
GALAXY,449309684738844672,20.482164,0.066403081,0.07743076,31.33922,-3.376618,5.504754,5.403019,18.44088,0.9111543,1.385988,-2.261843,-1.1927
GALAXY,449311883762100224,20.50218,-0.86540529,0.1635523,76.03585,9.774663,92.96645,48.85437,218.0301,30.66022,23.6444,6.933245,-12.79312
GALAXY,449318480831866880,20.312022,-0.17923522,0.1748451,63.56451,10.25527,8.464942,5.119624,10.50873,-2.375493,-0.5878067,-0.9611469,-0.3956832
GALAXY,449348442523723776,21.143006,0.97785552,0.1344091,56.19518,23.36139,42.51192,38.11481,147.8159,32.86024,20.36407,4.726397,-35.26093
GALAXY,449358613006280704,21.331902,0.84688059,0.06054555,38.25184,61.37329,53.14883,64.94118,230.2379,50.33182,35.30573,4.968382,-35.0059
GALAXY,449370707634186240,21.16854,0.65331751,0.1629826,1,1.182326,-1.877546,2.626406,7.84858,-0.943976,1.263644,3.953802,-0.395331
GALAXY,449390223965579264,21.922325,0.99886121,0.2098683,33.09842,0.1999695,5.545424,-0.1737675,4.436295,-1.756047,-2.06591,2.31402,-0.2019539
GALAXY,449393522500462592,22.058677,0.97584056,0.0515659,55.04152,115.1973,75.48866,102.406,347.5067,60.99959,44.75231,9.79481,-47.87571
GALAXY,450373737166956544,23.839613,-0.9047068,0.0788652,1,2.110944,-0.2542415,-9.531303,7.974764,2.765966,-4.025505,3.202295,-0.305788
GALAXY,450391879108814848,23.94981,0.00085130897,0.1233445,179.0471,16.72948,30.13846,3.944577,30.71353,16.49615,14.92376,6.88079,-2.17712
GALAXY,450430087137880064,23.307359,-0.80134678,0.07857137,64.4262,6.589417,35.2602,27.19207,118.1822,-7.861001,19.13927,4.60487,-24.10818
GALAXY,450454826149505024,22.497152,0.49108137,0.03349935,47.02714,398.9333,128.4653,261.5475,795.4699,139.5173,100.796,28.22208,-51.69878
GALAXY,450456750294853632,22.342181,0.19284685,0.1781796,70.87048,40.83785,126.4506,96.2623,364.5325,65.52248,35.22721,8.723927,-42.54619
GALAXY,450471318823921664,23.106121,0.97667399,0.02655676,83.44055,41.51744,282.952,107.0975,599.62,114.2788,85.5228,17.03462,-14.47741
GALAXY,450474617358804992,23.213967,1.2184513,0.1448669,186.8649,23.78513,28.72039,14.39382,33.59201,8.945717,4.896612,-1.092508,-2.126348
GALAXY,368318016972154880,174.32639,-1.7732465,0.268254,24.87867,0.7273096,7.632994,2.734482,3.738635,0.07953499,0.3324041,43.01956,-0.8971514
GALAXY,368320490873317376,174.34966,-2.1922583,0.04818907,66.89832,36.90392,135.3109,101.1742,396.403,84.20457,59.33651,12.21545,-28.25453
GALAXY,368321865262852096,174.32269,-2.318323,0.1106468,112.1795,118.7427,157.2752,22.46947,111.3575,28.36824,23.43506,14.67421,-15.73045
GALAXY,369312799916058624,176.31574,-2.9759579,0.1049928,89.17422,8.958293,9.706293,3.227357,8.839664,5.594006,0.05140039,0.4493662,-0.5564936
GALAXY,369317197962569728,176.38156,-2.5256278,0.131587,121.4241,11.99136,5.264804,12.311,5.270037,5.609758,2.354562,-0.9760817,-0.202456
GALAXY,369370249398609920,174.88653,-2.79587,0.1353454,195.9053,7.712841,13.29459,6.698277,9.489695,8.35456,1.351011,1.571504,-1.122866
GALAXY,369380969636980736,173.84433,-2.9666478,0.1469727,1,-2.573719,1.117788,13.67328,2.994262,-0.2615561,4.231115,-1.654269,-0.7048014
GALAXY,369405708648605696,175.15742,-1.3514325,0.04561241,86.83415,14.15212,20.57038,8.214047,30.60497,12.40003,10.11114,4.274189,-1.030841
GALAXY,369407632793954304,175.06172,-1.2052754,0.05283135,52.96885,29.07905,47.24016,50.09183,165.1239,39.9053,26.79615,4.135697,-22.14197
GALAXY,369445291067205632,176.22106,-1.9254986,0.3493711,58.46996,1.63796,60.31527,1.614025,3.968288,-0.7880488,-3.666359,7.501664,-2.343707
GALAXY,369467281299761152,176.42606,-2.1519814,0.1215892,46.40564,2.825725,21.4172,14.81347,71.46974,9.620471,1.297154,0.1071072,-11.0761
GALAXY,370426326525437952,177.75994,-3.239735,0.1276613,59.50168,23.05914,114.3805,75.8634,338.7941,55.09673,43.09965,9.813771,-46.09546
GALAXY,370430999449856000,177.92883,-2.7142523,0.07817879,194.907,53.3828,185.2121,34.56257,223.4785,1.16066,15.28612,7.353542,-10.72019
GALAXY,370439520664971264,177.86136,-2.9406834,0.09185187,144.8218,14.61395,52.31735,20.16664,79.01956,32.73019,24.30493,8.844406,-4.16079
GALAXY,370460136507992064,177.21842,-2.8672106,0.07961865,96.23611,6.416318,26.01845,9.013496,35.23127,9.557206,11.13,0.6874789,-2.949584
GALAXY,370484600641710080,176.70917,-2.6857939,0.1299302,105.7631,11.48206,16.60667,7.234755,23.84118,7.419186,8.851601,0.3484237,-1.690858
GALAXY,370498894292871168,176.24939,-3.6848117,0.1065348,62.09504,3.906129,72.1777,44.88639,197.2833,22.44439,18.19842,6.0533,-21.98355
GALAXY,370501368194033664,176.2391,-3.6686358,0.0617963,55.94209,11.82095,48.72124,44.21811,152.9124,26.27594,19.33477,3.405643,-17.99829
GALAXY,370541225490540544,176.53563,-2.0348008,0.07710064,125.9315,-2.740956,-0.7723535,5.393318,20.57746,5.581021,-2.611192,1.732096,-0.3575557
GALAXY,370577509374257152,177.30007,-1.5595446,0.081371,75.69958,14.78156,143.2142,83.28147,400.3411,63.16854,37.65254,7.163755,-34.3463
GALAXY,371553880967768064,179.66444,-2.9030358,0.1032275,78.26031,36.53341,204.7506,128.0097,594.3578,96.43139,68.51871,14.18249,-58.12727
GALAXY,371574496810788864,178.64538,-3.508884,0.1502271,1,-0.195965,0.7646391,2.988323,1.558673,-2.566439,-0.5370008,-0.2154958,-0.6867085
GALAXY,371579169735206912,178.71692,-2.6276981,0.0573023,49.07059,7.132091,29.15083,28.76415,94.62801,20.60168,12.53073,3.910092,-13.42267
GALAXY,371587690950322176,178.49575,-2.7919895,0.09038326,139.5912,18.49838,44.81327,-1.331906,33.02368,14.01901,20.43126,6.149887,-0.979275
GALAXY,371592363874740224,178.24703,-2.9596239,0.09035261,49.48116,16.28376,115.3717,68.87872,307.8874,53.50959,28.00754,7.086931,-29.26655
GALAXY,371604733380552704,178.14602,-3.5347302,0.1602163,46.63321,6.475903,4.294205,0.5424283,13.46278,-0.8371564,-0.4980293,-1.755522,-1.296616
GALAXY,371610230938691584,177.72025,-3.1023419,0.1484585,120.5522,5.535863,38.25646,16.09957,102.1957,36.2178,5.817976,7.426864,-9.509584
GALAXY,371619576787527680,177.4021,-3.1611473,0.2119808,1,-1.084681,2.084327,12.1541,5.115221,-2.00785,-1.661474,-1.79131,-1.098622
GALAXY,371626723613108224,177.39755,-3.488173,0.02738986,185.1205,30.38369,84.17432,70.60694,203.5671,27.64964,37.72551,2.1601,-1.340185
GALAXY,371628372880549888,177.48402,-3.2953171,0.07751771,43.34259,17.1749,96.16669,67.99094,289.5697,48.62767,30.10653,4.616371,-24.59823
GALAXY,371658884328220672,178.17688,-1.7346855,0.1366601,6.426878,0.7696429,-2.997357,3.315191,-1.31637,0.5958599,1.064159,0.2120557,0.7991582
GALAXY,371669879444498432,178.41837,-1.7036175,0.08665946,79.80389,30.45431,283.8324,157.7791,735.6953,99.73959,71.85867,19.0671,-46.56506
GALAXY,371672903101474816,178.47003,-1.6274332,0.2781422,1,2.520333,3.094068,-0.03779623,0.4736657,1.072096,-1.331046,-3.660749,0.1881695
GALAXY,371679500171241472,178.41086,-2.1063143,0.1646076,176.0648,-1.390882,11.89755,-0.6933531,11.3584,-5.001655,6.255068,5.215971,-1.41698
GALAXY,371683348461938688,178.3494,-2.4414042,0.07836029,75.76598,12.76073,71.19714,45.48054,211.9595,-0.3528056,29.53313,10.27811,-23.44224
GALAXY,371697642113099776,178.96372,-2.2331984,0.130882,153.6368,6.626748,33.73885,12.49345,70.59557,14.69212,8.688394,3.772411,-5.807771
GALAXY,371711111130540032,179.52482,-2.3198848,0.02011811,71.41241,3.82185,2.027878,-2.569669,0.1913738,0.6841957,3.253834,-2.943511,-0.3132502
GALAXY,372683629131753472,181.75985,-2.737537,0.02006612,38.35214,9.499203,8.26855,10.00243,31.00401,11.409,8.924605,2.840464,-8.610296
GALAXY,372692150346868736,180.93294,-2.4829479,0.08308679,82.39373,14.99904,27.30717,5.512106,17.2754,3.627993,4.478094,3.304741,-0.8805083
GALAXY,372695998637565952,180.59506,-3.731546,0.08563142,72.7177,11.94034,50.2522,38.52507,148.7809,25.41512,16.7447,10.20852,-16.94715
GALAXY,372712216434075648,180.41488,-2.969078,0.2259658,1,4.577189,3.267684,6.477159,10.99127,0.2550108,-4.715755,-1.200179,-0.9460737
GALAXY,372726235207329792,180.07748,-2.5355484,0.265809,33.23526,1.501698,1.237299,-0.5612796,0.8010286,-18.31183,-4.081964,-2.345426,1.320098
GALAXY,372751523974768640,179.48789,-3.5715748,0.09346808,100.257,11.00004,85.85941,38.66717,187.8612,33.68116,27.23866,6.077937,-15.13928
GALAXY,372766917137557504,179.36279,-1.9988836,0.02148156,1,5.322322,5.970875,5.877587,23.77396,9.519944,3.84202,-3.868022,-5.696082
GALAXY,372777087620114432,179.7498,-1.6452801,0.2693837,155.0236,12.06196,18.10664,4.839281,23.81041,14.36592,13.30293,5.308731,-2.706812
GALAXY,372785059079415808,179.96186,-1.3812021,0.03579158,49.92028,195.4416,693.6793,477.054,1908.75,291.2808,215.2363,31.2757,-81.03794
GALAXY,372833987346851840,180.88413,-1.8157266,0.1080828,109.5382,5.121078,16.87073,4.232692,20.03945,7.525515,5.559399,-1.692725,-2.079408
GALAXY,373799633417168896,183.52605,-3.5294692,0.05759332,59.969,45.63684,24.45072,40.25945,106.2544,36.23017,22.61108,9.664565,-8.964375
GALAXY,373802107318331392,183.73299,-3.2215182,0.1659064,163.6451,5.379961,22.02931,7.363386,30.69157,4.992624,7.807039,2.259709,-2.338424
GALAXY,373815026579957760,183.26748,-3.3397483,0.08406913,71.19553,18.76699,86.93794,58.90933,263.9655,48.53226,29.51334,4.49074,-26.06717
GALAXY,373816400969492480,183.44935,-2.8654932,0.1336703,87.24564,17.96622,156.2505,72.21112,408.4025,60.82902,45.28041,14.11991,-37.66944
GALAXY,373820524138096640,183.35506,-2.8255217,0.1137859,176.1796,0.1654416,31.08,11.44924,38.40748,14.81551,9.165432,6.090177,-3.256045
GALAXY,373850760707860480,182.35792,-2.968897,0.04717635,55.78444,1.614646,23.86819,22.04084,75.83641,13.76323,8.251701,4.188115,-9.575528
GALAXY,373853509486929920,182.37781,-2.8165155,0.1603171,53.56393,3.364079,15.43301,11.6952,42.27129,16.37244,4.206559,1.246436,-7.474892
GALAXY,373855433632278528,182.48098,-3.5308231,0.09922885,52.12328,18.06936,67.96118,42.51942,175.176,38.5003,30.79583,5.056655,-23.06475
GALAXY,373868078015997952,182.19026,-3.3525043,0.09788483,180.9885,14.84223,52.80429,14.59123,96.46,21.28197,12.345,7.229681,-3.912946
GALAXY,373869452405532672,182.15648,-3.5353848,0.204376,1,-2.42882,1.059727,0.05605542,2.315097,-0.8053761,0.9226649,1.80606,-0.8792518
GALAXY,517995353287452672,49.689386,-8.0137655,0.29086,77.67249,1.607802,3.385758,-0.3505411,2.963579,5.14422,-2.309542,5.926364,-0.9227485
GALAXY,518022841078147072,49.770419,-6.5660361,0.04114222,46.54966,8.955615,6.990553,10.87833,37.93761,11.01452,8.879043,9.924702,-10.73717
GALAXY,518044831310702592,50.344978,-6.4939266,0.1231617,89.33362,-0.4552324,11.46277,3.614902,10.05522,4.89338,-0.7322301,-0.2783202,-0.7394698
GALAXY,518081115194419200,51.413432,-6.0595388,0.1686891,1,1.031434,2.329334,-6.588799,7.911359,2.085296,-3.31653,-0.5416592,-0.4390557
GALAXY,519044012267563008,54.213891,-7.5574103,0.03776417,92.49194,12.80048,39.67293,11.78857,64.94928,18.95684,13.0793,4.280398,-4.124683
GALAXY,519045386657097728,53.950565,-7.4129794,0.09813264,86.87498,3.908839,19.60928,10.5494,44.74445,12.62996,9.005538,2.446283,-4.187258
GALAXY,519052808360585216,53.562561,-7.4022679,0.1964724,48.02164,2.935793,4.128103,-1.826855,62.53828,-1.828702,-4.422329,-3.106277,-3.13014
GALAXY,519058580796631040,53.665712,-7.2394816,0.07067764,101.0193,5.742615,12.0684,7.750073,14.26082,6.405548,3.523552,1.332093,-0.7331657
GALAXY,519064902988490752,53.258359,-7.4914474,0.03305587,51.37682,485.2995,299.8843,380.1101,1372.358,248.2232,178.9931,29.72252,-63.67865
GALAXY,519068476401281024,53.466238,-7.1596185,0.112409,140.2978,9.064492,14.53721,0.03255722,8.876988,-2.675205,5.959976,5.89953,-0.2468847
GALAXY,519074523715233792,52.899385,-7.4980278,0.05553573,88.48254,13.02569,54.49944,25.49321,127.8424,21.7182,15.1239,8.356353,-5.728268
GALAXY,519091566145464320,52.586588,-7.3156334,0.1445439,134.5726,8.909155,47.33175,16.16202,99.59135,15.8342,12.21189,2.734303,-8.281327
GALAXY,519098987848951808,52.740603,-7.6606942,0.05553822,165.451,25.33272,38.41679,8.492227,14.32407,14.31404,5.912741,4.247157,-0.621251
GALAXY,519105310040811520,52.524631,-6.9671766,0.1444764,82.41521,7.763111,10.37374,4.798419,14.44762,11.82991,0.1655242,-4.049611,-1.118634
GALAXY,519129499296622592,52.150537,-5.6608171,0.1546621,154.5999,10.80761,32.78253,13.73595,62.66798,12.84698,7.565907,9.4077,-6.169463
GALAXY,519162759523362816,52.945112,-5.4880355,0.1478158,74.82289,5.266874,50.98474,31.99125,138.5842,14.94647,16.96582,5.697431,-19.2394
GALAXY,519171830494291968,52.639464,-6.7210289,0.03482757,113.2504,93.40159,428.5964,102.164,512.6134,137.0666,101.7236,39.63424,-10.00986
GALAXY,519174579273361408,53.055026,-6.6783135,0.07506432,65.81203,14.17118,140.1124,64.81627,264.1591,42.58109,40.43848,6.245767,-21.95498
GALAXY,519188872924522496,53.419609,-6.356545,0.09718081,80.93474,21.41092,54.96293,18.5736,71.47947,14.88457,17.02424,5.150654,-4.723067
GALAXY,519193270971033600,53.488231,-6.496707,0.1170451,88.10368,8.351207,14.70842,5.179857,18.27773,-1.551063,0.8805081,-1.919619,-0.5430323
GALAXY,519205640476846080,53.875118,-5.8324115,0.1024116,39.59982,2.094558,13.83868,7.397074,42.48529,5.018307,4.009118,1.754644,-14.00542
GALAXY,520176509227395072,56.60836,-6.6833587,0.1375495,68.37894,27.60194,60.65892,43.49929,184.9781,34.71457,28.34443,7.168233,-31.27235
GALAXY,520191627512276992,55.637008,-7.1234484,0.1161617,37.48004,6.640872,13.29249,3.242468,13.85173,2.147857,6.209775,-1.260926,-1.49592
GALAXY,520211143843670016,55.322584,-6.5555115,0.02227142,39.86033,329.2456,39.21395,143.0927,464.3732,76.68823,50.27822,12.22606,-31.77576
GALAXY,520216091645995008,55.249862,-7.1010337,0.1401453,109.7884,12.27187,59.1547,24.10136,141.6876,21.17829,14.55142,3.119383,-15.1466
GALAXY,520221039448320000,54.860376,-7.4136522,0.1381645,117.0892,10.31167,19.65591,-0.5151851,27.81134,3.028724,3.022037,-0.6512556,-1.312875
GALAXY,520248527239014400,53.939153,-6.6973094,0.1463663,67.38559,6.104151,8.334322,-0.5384973,16.2595,6.407228,5.697182,0.9038784,-0.8611866
GALAXY,520263370645989376,54.387297,-6.076543,0.134494,58.77983,9.48074,48.56437,23.29708,106.3288,16.32021,5.604889,4.177076,-9.42329
GALAXY,520308175744821248,55.650194,-6.4091653,0.07313737,95.88659,487.0986,288.409,114.7274,396.6198,166.111,128.9404,41.25472,-21.14066
GALAXY,520310099890169856,55.265962,-5.3393052,0.1815774,103.8655,103.8853,229.5785,148.0185,604.5234,92.00684,66.5565,16.06649,-101.3536
GALAXY,520330990611097600,56.093841,-5.3529652,0.2193464,134.6222,10.91164,39.01642,15.52547,90.7609,6.890671,5.927941,1.374356,-7.496038
GALAXY,521298011070949376,58.444741,-6.566726,0.1142429,164.4886,15.06134,36.25279,8.476178,36.90338,12.27734,9.985887,5.96851,-2.158761
GALAXY,521308731309320192,58.349654,-6.7978789,0.1130524,84.08975,4.683252,15.90206,8.727661,15.38653,7.69025,1.448303,5.488122,-1.647421
GALAXY,521309830820947968,58.706783,-6.8616638,0.1242904,172.1712,132.4466,244.6981,55.81446,355.6442,50.87383,43.43339,18.06552,-25.13749
GALAXY,521323574716295168,57.99624,-6.323296,0.03229017,1,6.30069,-0.811399,2.026848,12.16992,0.7403263,1.010668,3.365913,-0.2784415
GALAXY,521327423006992384,57.460095,-7.2271949,0.1075904,1,4.925483,1.436051,-1.172465,30.78862,5.273472,0.4800838,2.237396,-2.352706
GALAXY,521367555181406208,56.952649,-6.7331599,0.1674132,1,-1.092009,3.568061,2.141015,26.61437,4.768274,-119319.7,3.214488,-1.010608
GALAXY,521398891262797824,56.728882,-5.4779323,0.163122,64.5103,11.99936,-2.455076,15.34141,7.602808,6.520555,0.9982371,6.150846,-0.8372193
GALAXY,521421156373260288,57.351138,-6.1447094,0.1106083,131.4742,8.543893,25.33837,10.03529,27.72105,13.72012,4.575171,0.7746361,-1.114322
GALAXY,521456065867442176,58.189343,-5.9829033,0.1309575,44.74521,7.328133,32.4603,15.67499,71.70214,9.298555,-1.220516,3.859767,-4.8605
GALAXY,521460189036046336,58.623096,-5.1819028,0.06991509,64.83398,18.69615,99.26694,46.10331,244.3579,44.8574,38.04664,7.571887,-24.43636
GALAXY,521461013669767168,58.426631,-5.2850033,0.06950536,116.0331,53.08632,393.8341,182.7497,895.2082,141.6147,103.3135,24.06396,-32.29052
GALAXY,522423636099885056,60.7393,-6.5957267,0.1345865,86.80528,11.00551,111.3733,64.03112,277.5655,37.90627,30.61159,6.943554,-29.01217
GALAXY,522464867785926656,59.370218,-5.7525912,0.06617071,54.3454,33.44882,58.15758,63.94779,212.6419,49.19268,34.06109,7.800591,-35.01945
GALAXY,522497853134759936,58.455055,-6.2369695,0.3170502,1,-1.312601,7.411108,0.881777,-1.513934,1.430518,0.2500041,2.364837,-1.215302
GALAXY,522517094588246016,58.956978,-5.2926585,0.06476046,180.4705,21.04369,27.11501,8.963228,29.42446,11.84227,-2.617812,-1.646608,-0.6279072
GALAXY,522520668001036288,58.899687,-5.3997823,0.0654695,139.7322,16.82656,217.285,44.22805,327.6259,58.20127,38.26155,18.94505,-26.1492
GALAXY,522524516291733504,59.199154,-4.8095259,0.1223195,203.7735,10.73491,7.589482,5.159496,33.41484,6.014699,6.671828,4.845551,-2.680999
GALAXY,522580591384750080,60.263028,-5.1566613,0.1339719,61.92955,23.54496,63.48045,34.52695,144.6498,28.33544,26.72199,7.840842,-15.55007
GALAXY,523595715528648704,62.165709,-6.6543751,0.1261886,147.7863,23.0503,49.37416,11.27853,55.09606,16.09228,9.158886,2.930959,-2.664441
GALAXY,523604786499577856,61.632965,-6.668121,0.01497989,33.56168,2055.715,205.7148,762.2938,2218.36,272.0398,190.5484,47.86509,-50.51839
GALAXY,523638596482131968,61.099058,-4.5444254,0.1616275,201.5888,10.99212,33.51082,4.066717,42.69487,12.3592,15.84803,4.711879,-3.546503
GALAXY,523689174017009664,62.462929,-5.2146188,0.1301004,95.36363,5.002734,11.33949,-1.298934,12.36317,0.20828,-1.921701,1.041824,-0.9196774
GALAXY,525844491534362624,132.04094,0.70810927,0.1098494,157.527,90.65177,162.5715,38.64125,187.9584,38.43263,35.17193,14.91954,-15.90761
GALAXY,525851638359943168,131.28689,-0.54704929,0.07815197,40.35042,36.09224,64.56469,60.20376,247.9967,-870.5896,29.54031,5.300418,-47.02623
